,Date,New_deaths,joy,love,sadness,surprise,fear,anger,sentiment_label,Average rating,disease-related,NumberOfPost,illness_light illness,illness_no illness,illness_severe illness
174,2020-09-13,0,0.5374516669184058,0.0031240715958465934,0.21480620779607087,0.002496534801251761,0.10527696520037433,0.1368445557392468,0.07142857142857142,0.4911459475365424,0.31343949285714284,3,0.04081632653061224,0.6339650145772594,0.3390670553935859
175,2020-09-14,0,0.5218824518101645,0.003498137931594415,0.15809501305865564,0.0030687775836364542,0.1369988159244669,0.17645681246150552,0.10714285714285714,0.4821795609522434,0.3055305228571429,4,0.04081632653061224,0.6503887269193391,0.3219144800777453
176,2020-09-15,0,0.5231147522960479,0.003343983622921958,0.15566060237165183,0.003251118735906378,0.1348478984987152,0.1797816472687936,0.15476190476190474,0.5074632743781522,0.30353688714285715,3,0.04081632653061224,0.6586491739552963,0.3129251700680271
177,2020-09-16,0,0.4790827152152945,0.0030780158440826097,0.2281026402322043,0.0030805100198319163,0.11769698287839887,0.16895913064668308,0.15476190476190474,0.49497170463381784,0.30062632857142857,3,0.07653061224489796,0.6494169096209912,0.31632653061224486
178,2020-09-17,0,0.4920108434577871,0.0026920781057837673,0.2258956159015984,0.0027661668479724883,0.11126402607035177,0.16537124638368064,0.15476190476190474,0.5131758659457167,0.30482654,1,0.07653061224489796,0.6350826044703596,0.3197278911564626
179,2020-09-18,0,0.49853194922408356,0.00261592549837324,0.2233096719802623,0.0025362878015064883,0.09582296048202328,0.17718318917156592,0.13095238095238096,0.5415173790018473,0.3012010057142857,3,0.12414965986394556,0.6241496598639455,0.3129251700680272
180,2020-09-19,0,0.5620790683176546,0.0035231122747063264,0.13267633357428987,0.0028119414471022837,0.1088822307841231,0.19002730016585526,0.13095238095238096,0.5576558971600164,0.29943955142857137,1,0.08333333333333333,0.6336248785228377,0.2973760932944606
181,2020-09-21,0,0.6787074560388213,0.004123020789674665,0.10247301158129367,0.0028860161615912117,0.10693923671108978,0.10487124898992033,0.17857142857142858,0.5717725186386989,0.29233639999999994,3,0.08333333333333333,0.6328960155490767,0.2920310981535471
182,2020-09-23,0,0.713968166105804,0.0038954927142531644,0.09741274584770765,0.0024870993123234124,0.08169515495232879,0.10054132733819723,0.14285714285714285,0.5746987336492609,0.31053651857142855,4,0.10714285714285714,0.6253644314868804,0.2900874635568513
183,2020-09-25,0,0.6854112707078457,0.0037208274727509355,0.09645453299682617,0.0021411804413045553,0.09612645051397732,0.11614572521890898,0.09523809523809523,0.5533946623803959,0.31235260000000004,3,0.14285714285714285,0.6229348882410105,0.2779397473275024
184,2020-09-27,0,0.7355581440386318,0.004171820149557351,0.020744459262502978,0.0025515828109789356,0.09436797189881045,0.14260600574995067,0.09523809523809523,0.565456610647518,0.3083076942857143,2,0.10714285714285714,0.6375121477162293,0.25898931000971814
185,2020-09-28,0,0.6561695974475394,0.0046222250987608795,0.02383665454406232,0.0029832887528408285,0.16029616303664312,0.15209206663885627,0.09523809523809523,0.5448311204046365,0.30275657428571423,4,0.14285714285714285,0.6469873663751216,0.24003887269193389
186,2020-09-29,0,0.6328830845277047,0.004890401706991969,0.028978848812888175,0.003328421149663357,0.18093193152786363,0.14898730331437293,0.047619047619047616,0.47022923863093763,0.2911308185714286,1,0.16666666666666669,0.6530612244897959,0.22789115646258504
187,2020-09-30,0,0.5391143110602917,0.0037769936281532982,0.025384068472097426,0.003155474514295743,0.2898873382447554,0.13868181669490043,0.047619047619047616,0.4401380179050777,0.28894807857142857,1,0.16666666666666669,0.6241496598639457,0.24489795918367346
188,2020-10-01,0,0.45524850389033206,0.0032707771232317784,0.023083398855565675,0.0034146744590196664,0.38179284421771414,0.13318979886874632,0.0,0.44930686874847325,0.33016827285714284,1,0.16666666666666669,0.5748299319727891,0.282312925170068
189,2020-10-03,0,0.5029141541814343,0.0030559145026407284,0.022800897514181444,0.003167981619342345,0.3733692912695309,0.09469175243395421,0.14285714285714285,0.41441599303590404,0.29523834857142855,1,0.14285714285714285,0.5204081632653061,0.33163265306122447
190,2020-10-04,0,0.5077539129692706,0.0032285259117737614,0.02500686175855139,0.0032885943233156786,0.3874042170077917,0.07331788233880483,0.19047619047619047,0.42344299940658464,0.30279226,3,0.10714285714285714,0.4829931972789115,0.37414965986394566
191,2020-10-05,0,0.5333091404532925,0.00291576129841679,0.02301141130737956,0.0037770050936765933,0.3845842651679136,0.052402413450181436,0.19047619047619047,0.40541120738323244,0.3203839842857143,2,0.17857142857142858,0.44217687074829926,0.40476190476190477
192,2020-10-06,0,0.5231636970614394,0.0032213757679398045,0.03525306760067382,0.003905031918769728,0.36090840486299597,0.07354842878079837,0.19047619047619047,0.3976609708475215,0.32751642857142854,2,0.14285714285714285,0.4047619047619047,0.4421768707482993
193,2020-10-07,0,0.5087246762233831,0.0033756562042980905,0.03581547308047963,0.0040046217008715005,0.37295928258737104,0.07512030224981049,0.19047619047619047,0.40010909028351305,0.33607212,1,0.07142857142857142,0.38095238095238093,0.4795918367346939
194,2020-10-08,0,0.5839454890007064,0.0038840433865385974,0.039138183563149354,0.00403639115947515,0.2803325768216468,0.08866331420306643,0.19047619047619047,0.4335584813861975,0.3384385528571428,4,0.10714285714285714,0.39285714285714285,0.47619047619047616
195,2020-10-09,0,0.6311402927551951,0.004316197062421188,0.044202476861842296,0.003832263001684226,0.2221018098838006,0.09440696368082646,0.23809523809523808,0.3969567194714078,0.29578511571428573,3,0.1357142857142857,0.4374149659863945,0.43605442176870746
196,2020-10-11,0,0.5458296786195466,0.0045575148320667665,0.05560014164906789,0.004192397777279353,0.2913914939521679,0.09842878531864176,0.09523809523809523,0.4232320538899373,0.30984032857142857,6,0.1357142857142857,0.5228862973760933,0.3475218658892128
197,2020-10-12,0,0.5356617215577335,0.004680595252596323,0.05610249278834085,0.0042923622282354575,0.30067281338519286,0.09859003566227673,0.047619047619047616,0.42818443239001286,0.3045977114285714,3,0.09999999999999999,0.5501943634596695,0.3314382896015549
198,2020-10-13,0,0.5258570959614146,0.004700846163489409,0.06872588049321031,0.0034450431994627754,0.299177889080186,0.09809326647137775,0.047619047619047616,0.4397195549482213,0.2906109214285714,4,0.09999999999999999,0.5860058309037901,0.3017492711370262
199,2020-10-14,0,0.5857188464364125,0.00434061824177786,0.0568838615186645,0.003195237114726125,0.2751691208250122,0.07469233038898973,0.11904761904761904,0.450135399886806,0.27242378285714286,2,0.09999999999999999,0.6116132167152575,0.2720602526724975
200,2020-10-15,0,0.6090163039043546,0.004165653230821927,0.05441424599571504,0.003003552457639187,0.2554425308820404,0.07395772371992707,0.21428571428571425,0.48173334579693056,0.28152392142857147,3,0.0642857142857143,0.6270165208940719,0.262779397473275
201,2020-10-16,0,0.6176096758406077,0.004455993334496604,0.0558522183619927,0.0032514399430337085,0.2515032471364109,0.0673274253709851,0.21428571428571425,0.4611070724847238,0.2853316928571429,1,0.03571428571428571,0.638338192419825,0.26574344023323615
202,2020-10-17,0,0.6213861842684094,0.004618199414662258,0.056620160259106815,0.003397531803264904,0.24238499527910745,0.07159293881947325,0.16666666666666666,0.4475650384068666,0.29142763571428576,1,0.03571428571428571,0.6700680272108842,0.24829931972789115
203,2020-10-19,0,0.6743871896039872,0.004948278162850108,0.04771229024932138,0.0035032783399357773,0.1947603705734114,0.07468860779841803,0.23809523809523808,0.4438804613625897,0.29059423999999995,2,0.03571428571428571,0.7056851311953353,0.22696793002915452
204,2020-10-20,0,0.6946363977733113,0.005469525362630993,0.0454618193730268,0.003351247286246598,0.15791889578838542,0.09316212094785262,0.26666666666666666,0.45350757049707074,0.3126274885714286,5,0.0,0.7481049562682216,0.1988338192419825
205,2020-10-21,0,0.6561346859449433,0.005747557431459373,0.03522828339288627,0.003674883065867145,0.20323020317328402,0.0959843924960642,0.26666666666666666,0.46124144947599793,0.3270392357142858,2,0.0,0.7735179786200194,0.18770651117589893
206,2020-10-23,0,0.6273005749334558,0.005900288122107357,0.061716796197218864,0.0037018778189944162,0.201269575263307,0.10011089086709983,0.19523809523809524,0.4382796298872148,0.3317277785714286,6,0.0,0.7989310009718171,0.17657920310981537
207,2020-10-24,0,0.6011045350751374,0.00603828215472662,0.06435772930604536,0.0038961219500855114,0.22300102703794392,0.10160229558213832,0.09999999999999999,0.4055818199029281,0.32447299571428573,1,0.0,0.8192419825072886,0.16545189504373178
208,2020-10-26,0,0.6342030922408283,0.0057189100737949135,0.06201795440533062,0.0036879348096026973,0.20208807533545906,0.09228402398016655,0.17142857142857143,0.4358544964857754,0.31735730714285715,2,0.047619047619047616,0.8177842565597667,0.1652089407191448
209,2020-10-27,0,0.6893208441116647,0.0050332160450384566,0.055362028187872545,0.0031530627009314117,0.16764760424322003,0.07948323667071579,0.31428571428571433,0.46727887668602525,0.3173727314285714,1,0.047619047619047616,0.7959183673469388,0.18537414965986393
210,2020-10-28,0,0.6145352071076299,0.015756099456588558,0.055192823706394285,0.003575914016497883,0.21311124528431155,0.09782869856294596,0.24285714285714285,0.4745601090983976,0.28998707285714287,1,0.047619047619047616,0.772108843537415,0.2074829931972789
211,2020-10-29,0,0.6650821374122253,0.014639922268023395,0.05195927013950751,0.0032245590236491934,0.1947410936578914,0.0703530068082424,0.35714285714285715,0.5069577979278705,0.26103462285714285,2,0.047619047619047616,0.7326530612244897,0.24013605442176872
212,2020-10-30,0,0.7300105349485031,0.014272284935161953,0.04752212191773907,0.002721253646692825,0.13894336560492987,0.06653043106918972,0.42857142857142855,0.5264096603950573,0.26495016285714285,4,0.10884353741496598,0.7048590864917396,0.2523809523809524
213,2020-10-31,0,0.7369047185139996,0.014257806827247619,0.021254664047903864,0.0028307858249587785,0.157375029312139,0.06737698708561111,0.4642857142857143,0.5500919269663946,0.2782641885714286,4,0.10884353741496598,0.6770651117589893,0.2646258503401361
214,2020-11-01,0,0.7412275453763348,0.014220347702835761,0.02042667623650877,0.0028385408149915214,0.15571890999958016,0.06556797866609743,0.4642857142857143,0.5498496074761663,0.2783722985714286,1,0.18027210884353742,0.6390670553935861,0.27687074829931974
215,2020-11-02,0,0.6225261416319492,0.013691505826760155,0.15836961665731253,0.00246756810520305,0.14178421829274154,0.06116096781001289,0.39285714285714285,0.5390762875122683,0.3072792071428571,1,0.1326530612244898,0.6282798833819242,0.2755102040816327
216,2020-11-04,0,0.5623370931827507,0.014258847759698368,0.16312385712669872,0.0029877065798721786,0.1778530861515069,0.07943941966818997,0.25,0.5207400734580698,0.31652241428571426,3,0.1326530612244898,0.6072886297376093,0.28435374149659864
217,2020-11-07,0,0.5945024062779599,0.003400457214281292,0.1632825058151779,0.0024083881525300125,0.12959206843550503,0.10681418412908286,0.25,0.5066990965533825,0.34681456571428576,3,0.07142857142857142,0.6345966958211856,0.23809523809523808
218,2020-11-08,0,0.5474074225639924,0.004158178874474348,0.16931543808009117,0.0029562570257222836,0.159257624836062,0.11690508379113103,0.10714285714285714,0.4619775557979232,0.35785292,2,0.07142857142857142,0.6487852283770651,0.22925170068027212
219,2020-11-09,0,0.5161807471387354,0.004559791287257533,0.17437144163774235,0.0033531367794022516,0.18134939565511773,0.12018549754395191,0.03571428571428571,0.4413624706367652,0.34229570285714284,2,0.0,0.6833819241982507,0.22040816326530613
